Text,Sentiment
GDI breakout on huge volume ! ooks ready to test the highs.,1
AAP didn't rally 10 in 10 minutes just because it hit a buy target sorry Oh why did it then?,1
AAP fablets ??? - who would've thought - still sounds stupid #Apple #Android that giant one has almost sold 10m in 6 months lol,1
Some #insurance stocks at all time highs! AON AS TV WB Weeeeee SPX SPY,1
"ZOT good entry here, next fib level is 10.39, and current support is 10.08.",1
FIO this action in this super strong tape = Not bullish...,-1
"FE - looks like it fired a sell signal Friday, may trade this short on tick below Friday low - have to do more work on utilities later...",-1
"jemberlin that is my number too, will be a good swing, but personally I hate AMD,",-1
OY Massive 80000 contract 8 way rolls bullish trade in OY into a call spread collar,1
GOOG Stop loss in 803.79 after beating 805.00,1
I will short ASNA once it fails 19.07. Gonna be worth the wait.,-1
AAP this thing going for 450,-1
"U.S. corporate bonds suffer negative ratings moves, while analysts say more may be coming",-1
check out CNN reporters finishing up successful TSA drive from DC to Boston. Prob have cameras in car,1
ooks like Cliffs is falling off a cliff right now. Geronimo!!!! CF,-1
A year end accounts payable increased 43% from 100million to 143million,-1
Market esearch Portfolio's ook at BA flying into the wind now~~ More to come!!!! BA,1
"Admittedly more a commentary on digital media than just Yahoo, but here why YHOO is set to crash and burn from here.",-1
AAP climb 525ish then took a small step backward - wedge forming. Breakout is imminent.,-1
APKT back over 24 here is where it gets interesting,1
VNG buys vs. Sells?,1
"FCX Puts, will go down in history as one of the Dumbest Acquisitions of all time!, evering up at the wrong time IMO! Oil Correction Coming",-1
the right thing to do was to stop out of AAP and flip short// Ther is OTHES Stock Better.. nless are AEADY Short,-1
"GOOG The leaders move first and then the index follow, and not the other way around...",-1
NKD looking like a good short. Failed to break price level resistance at 116 today.,-1
Equity Alpha: ike IBM on break of trendline resistance at 203.50 Should retest earnings high 207,1
BAC Yep it Will B a good day for Financial... As soon as we have volume (9.30am) it will ise P !,1
APP added 1.49 risk of bankruptcy abating. Not out of the woods yet. More work remains. Adding if thesis benchmark met. American Apparel,1
MAKO breaks out beautifully,1
"CEN hitting resistance near 84 again today, IMO, when it breaks it, will be a big run to new highs",1
NFX Keep in mind that 500 lot offered in the 150P at 7.75. Stock was at 163.70 when he offered now at 167 ook for him if stock goes dwn,1
INVN last one...watch for the breakout...good luck today,1
"ANTH look interesting at this priced after OBIMED ADVISOS C bought 1,762,00 stocks on 01/25/2013",1
"NOV breaking the DT, this time volume looking much more legit",1
"The coronavirus pandemic may, like the Great Depression, foster structural government policy change that outlasts tâ€¦",-1
"Most eading Stocks lagging ES_F, DDD SSYS AKS. Others displaying climactic action, AFSI AD SNTS. AAP at Bat! Tighten Stops.",-1
Fed Chairman Jerome Powell says central bank â€˜watching carefullyâ€™ as firms brace for wave of missed mortgage paymenâ€¦,-1
"OPEC, Russia Approve Record Oil Supply Cut Amid Coronavirus Pandemic",-1
SWY nice volume today.,1
"H and IAG are on my shorts list. SA I dont know about>> TY! was looking at Cash flow for H, burning abt 30mm/Q",-1
CF if we open green here tomorrow we should see test to 40 looking to be setting up again.,1
AAP Added to my short,-1
"NFX Almost time to short this puppy? These multiples are ridiculous, it is basically an online Blockbuster, that is trying to make films",-1
EC looks poised to breakout these next few days as attention appears to be returning to the sector,1
AAP please fasten yor seatbelts and enjoy the ride....,-1
AAP Bullish technical divergence: momentum indicators are above their late- January lows while AAP hit a 14-month low of 419 this week,1
"SCM Very very slow, some holders should start selling off real soon IMO",-1
"Green Weekly Triangle on CYTX,....Sell Short at 3.02",-1
Suddenly everybody is bullish on AAP. You should hear people on AAP yesterday last 6 months!,1
BAC ong if beats 12.15. Stop loss 12.01,1
Heard on the Street: Countries without lockdowns are in a state of economic free fall too,-1
"if you are reading my Scaling Plan Sequence, yes, my high level for p is 5.80 SNSS, but a few swing will show out remember that",1
"ANA with the conference tomorrow, I guess we will hit 10.05 after all...",1
MED to 21? Volume picking up..,-1
AAP sharing a few thoughts Have a great weekend. POSTED VIDEO,-1
Market Regulator Sebi Tightens Norms To Limit Volatility On Coronavirus,-1
like that consol above 455 for aapl. stop is below 454,1
CYBX broke out to all time highs accompained by a strong volume suggesting higher levels.,1
FCX - ooks like it wants to test recent lows. Stop is over the descending trend line.,-1
"Many of the millions of restaurant, hotel and store workers who lost jobs because of coronavirus shutdowns are enteâ€¦",-1
Crude Oil Hits 18-Year Low Amid Coronavirus-Fuelled Demand Slump,-1
zeno123 AN of course looking at intra-day is irrelevant for swing trading. no sign revrs,-1
"GS enko view of GS, PF Box size = 5 showing potential to break to 175",1
AAP Flash Dump in progress 35% Done Be patient or press Escspe !,-1
"HPQ Autonomy was being looked at as a total loss, now they could sell it if they so wish??? HPQ in a strong ptrend here! OAD!",1
Jeff eeves and Charles Sizemore Discuss inkedIn Earnings on The Slant NKD FB AMZN MWW,-1
"SWI currently a loser for us but maintaining higher lows, would like to see more volume on upside",1
"Sensex falls over 400 points, Nifty drops below 8,150 as markets give up early gains; banking, auto stocks lead los…",-1
NFX Breaking down the neckline w heavy selling volume accompanied by bearish technical indications,-1
Don't know squat on SPT but P flack just sent unsolicited email asking for plug & his first graf touts 80% gain in shares.- ZICH on biz.,-1
KEX made awesome move thru 7.00 to 7.09 made nice score was A IN!! - made nice profit all those shares sold buying back 6.95 and less,1
"Damn near impossible to get me CS for anything but a scalp long-side til we see 21.50, at least-18 possible.",-1
TAB Mikel H. Williams helped the acquisition of Viasystems Group and Dennis F. Strigl use to be COO of Verizon Com & CEO Verizon Wirless!!,1
news on APO ?,-1
"ed Weekly Triangle on HEK,....Scaling p",1
"Yesterday's 2-day long play SFD is now up 11%, but can be held for an extended play if it holds 25.15",1
XX - Cheap name but ready to clear this bull flag if volume continues.,1
VZ 6.2 million of 9 million phones sold were AAP strongest period of sales since 2011 FIE THE CEO!,1
AAP #BOKEN STOCK,-1
OVTI down 8% in AH,-1
"Historically with the amount of options, AAP 's ow day is Friday, and high day is Tuesday FYI, the non sell off today missed the pin430",1
NFX weekly 190 puts in play,-1
NIHD Gap and go? (likely) Also liking the action today on: WT CM Others: Also bullish: DIA QQQ SPX T,1
AY 4.95ish next tgt,1
EC Breakout Imminent.,1
New Blog Post - 'What Could go WONG...And What if Apple is Still eading the Market?' aapl spy qqq,-1
What's larger: Cash on the sidelines waiting for pullback to buy stocks? or Cash on sidelines waiting for an AAP product line refresh?,1
GS 140-142 feels about right to enter swing position.,1
CES trying to stay above 3.50 needs followthrough here or the pattern may fail,1
"GOOG 801ish 1st tgt, 803.20 stop",-1
"et the angry, anecdotal comments begin: Why I still think BlackBerry & IM are doomed. IMM AAP GOOG NOK T VZ",-1
WFM fibs say here or 81.67,1
Gold Futures Cool Off After Rising Over 1% Amid Coronavirus Panic,1
A European fund imposes a levy on shareholders trying to exit the fund,-1
looks like target is 44.07 HS,-1
"Complete operational normalcy to be restored in Yes Bank from 6 pm on Wednesday, no worries about liquidity, says P…",1
"GPN needs interests rates to rise before having any hope of making money. Earning the float is their business model, folks.",-1
Great move by Guggenheim in hiring ex interim CEO of YHOO...,1
SWKS ong Setup (Triggered):,1
GS waiting patiently for the rising 50 MA and trendline. Missed user short yday.,-1
"What's your take on AAP today? huge Vol, strong buys = institutional investors IMHO",1
M Patent Could pset AAP. ong in M after beating 7.97. Stoploss 7.86,1
SHOT AEE 33.99.,-1
"Sorry AAP, the #BlackBerryZ10 Is Hotter Than the #iPhone IMM",1
"ong ZGNX user: 2/13 Watchlist: ACW, ACHN, GGS, IBCP, MENT, NAT, STP,ZGNX.",1
P see what happened from October to Dec that slide - well it going to happen again on this historic rise wait for the red then start shorts,-1
ots of good setups posted here 3 weeks ago: EQIX EXPE FB GS HOG MON PII QCOM QIH SODA,1
"AAP downgraded at Jefferies to hold from buy, Jefferies said. 500 price target",1
IBM Has 3D Printing on its adar as a Transforming Technology,1
AAP Volume Fade fast !,-1
"ZNGA If you are bearish here, you don't know poker. This is incredible.",1
so far it looks like WYNN failed at 50ma,-1
"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supplyâ€¦",-1
well MCP top short from 11 to zero still in play same goes with VXY from 12 and TVIX from 6 all three will evaporate to nothing,-1
ABT Bullish /T Setup - Breaking from a 14 year base:,1
ANN - 200 period - hammering. ooks good. 4 month pattern.,1
PPHM next year right next year lol that's what they said for the last 15 years. ock them up put ES in jail and be done with,-1
VZ playing out nicely from last week's video. SPY,1
"State Bank Of India To Buy Rs 7,250-Crore Yes Bank Shares",1
A week later these stocks are trending bullish: 5 Shale Plays for 2013 APC HES COP MO DS.B,1
CEG exactly what you want to see a stock do after basing / consolidating. New Highs,1
"of OSV: Fundamentally, it is extremely cheap by being priced for zero growth. Coming from someone who doesn't like AAP/products",1
AAP VOME today is impressive. At this rate and well probably get to 30M shares traded today.,1
AMZN has the new look of what AAP had when it start the plumment,-1
AAP look at this channel hugging 444 for last 2 days outside 1 big pop and drop,1
"Feeling good this morning about AO after Friday... Technicals still holding up, and fundamentals are coming around!",1
HF entry 18.34 stop 17.55,1
"RT : The Federal Trade Commission is suing tobacco company Altria to unwind its $12.8 billion investment in Juul, accusing theâ€¦",-1
What??? No! How is this possible? ;) user: Payroll taxes eating WMT lunch.,-1
AAP Gap down for sure tommorow,-1
Mexicoâ€™s president said the country will reduce its crude oil production as part of an agreement with OPEC and otheâ€¦,1
"Sensex, Nifty Likely To Have A Positive Opening",1
SPW I love these bankrupt solar companies on momo pumps FS TS CSIQ,-1
MS Morgan Stanley Hits Our 1st Bull Signal Target (Called Dec 11),1
MS long very close to my stop of 21.50. Not looking good on this one. ooking back I broke my long-side rule of solid earnings delivery.,-1
WAG nice short under 48.24,-1
NKD following FB lead. un to 122-124 before more resistance? user,1
Seems AAP is losing strength to go higher.,-1
"BI: QIK wins on functionality, loses on cost/service. 2 Q's of deferred rev declines + back-end loaded estimates = tough bar for 4Q (7/7)",-1
"AAP - Bearish News at the Bottom, Or The Start of a New Downleg?",-1
GPN Inverted Head and Shoulders still in play !!,1
"I suppose I should tweak my guess again, eh? AAP",1
GMC headed to 37 Bombs AWAY....,-1
"Piper Jaffray making negative comments on NFX and CST ed Box : comScore Q4 data weak for edbox, Netflix",-1
".user check out AAP monthly, you would have caught the trade of a lifetime. 130 to 600+ via common stock. Currently a SE.",-1
"Sensex Falls Over 400 Points, Nifty Near 9,000 Amid Volatile Trade",-1
"DCTH better volume now, 1st tgt 1.75",1
"Historically bad U.S. retail and industrial data for March mean April will be worse, digging a deep hole for the ecâ€¦",-1
"AAP broke 10 & 20 day MA's on Friday,acts dreky, support levels seem to be in 10 chunks to 430",-1
"STXS target is 2.38, that sucker will give almost everything back.",-1
FDX no position - watch list on this flag,1
SXC - breaking above key downward channel level. ikely to move much higher from here.,1
AAP HGE Volume (compared to recently) One big Bull coming back will take through the resistance,1
Glade I'm fully hedged and then some with MCP 7 puts for this friday. I think I'll just settle and be done with this trade,-1
